# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop
0.022850798	0.1207528	0.7308516	3.078684	0.9896753	0.08061462	0.4427045	0.7477328	4.153563
0.02274631	0.1206819	0.7215182	3.051203	0.9882565	0.06786574	0.3856377	0.7302854	4.16316
0.022790201	0.1191654	0.7263604	3.03103	0.9874938	0.05949729	0.3617901	0.7104304	4.197266
0.022836749	0.1191984	0.7272582	3.037273	0.9894846	0.06385045	0.3935219	0.6748148	4.237226
0.022870008	0.1193139	0.7307869	3.037818	0.9874682	0.06313981	0.3946556	0.663538	4.207169
0.02276345	0.1230936	0.7122331	3.061199	0.9759769	0.06959852	0.3731812	0.6395839	4.234574
0.022744998	0.1224707	0.7080417	3.063863	0.9756745	0.06862839	0.3558983	0.6521919	4.212333
0.02260211	0.1251797	0.6996285	3.056897	0.9706435	0.0637879	0.3686404	0.6400125	4.354906
0.0224966	0.1273089	0.6996743	3.060251	0.9635949	0.06627422	0.4015466	0.6762473	4.253886
0.022429189	0.1275643	0.6938547	3.068263	0.9688026	0.07123742	0.3976298	0.6772686	4.292638
0.02237467	0.1269761	0.6962418	3.06447	0.966283	0.06976558	0.4282345	0.6873362	4.410269
0.022596011	0.1285128	0.6844992	3.06457	0.9605745	0.06561613	0.3146512	0.6970731	4.446783
0.022503048	0.1293422	0.6892253	3.04424	0.9555996	0.05375124	0.3634136	0.7173185	4.454765
0.022438819	0.1278672	0.6942589	3.027654	0.9604211	0.04576959	0.4233421	0.7036083	4.507013
0.02271008	0.1253178	0.7139233	3.038724	0.9629587	0.05121348	0.4773025	0.6770806	4.531827
0.02279987	0.1250731	0.707364	3.073984	0.9701834	0.07099162	0.3925367	0.669259	4.59143
0.022449719	0.1282508	0.6966202	3.073928	0.9615554	0.0708486	0.4502606	0.6871723	4.708821
0.02247971	0.1271733	0.6918266	3.063965	0.9635017	0.06482963	0.3776663	0.6977304	4.677849
0.022336718	0.1273781	0.6925438	3.058491	0.9680474	0.06351908	0.3856493	0.6628176	4.628376
0.02225101	0.1280082	0.695523	3.058015	0.9622452	0.06049412	0.428496	0.6508171	4.526659
0.02236112	0.1289303	0.6917785	3.076474	0.9616633	0.06578456	0.395402	0.6560515	4.625967
0.022442268	0.1286241	0.6904811	3.074583	0.9639765	0.0677166	0.3771926	0.6527199	4.579553
0.02260797	0.1255399	0.6923172	3.069327	0.977553	0.07007954	0.3180719	0.66765	4.723789
0.02261699	0.1275838	0.6987356	3.049893	0.9706668	0.05609084	0.3699646	0.6275883	4.722129
0.02275454	0.1244998	0.7073663	3.068276	0.9785077	0.07654025	0.3547285	0.6386141	4.66508
0.02275454	0.1244998	0.7073663	3.068276	0.9785077	0.07654025	0.3547285	0.6386141	4.66508
0.02261385	0.1245627	0.7014458	3.055057	0.9737013	0.06598568	0.3340965	0.6293749	4.677703
0.022699349	0.1237713	0.7071912	3.049298	0.9772204	0.06293537	0.3710874	0.6088135	4.804079
0.02257886	0.1242062	0.6953747	3.037683	0.9751491	0.05291174	0.2919576	0.5809442	4.850399
0.02282594	0.1254574	0.6955181	3.029831	0.9729105	0.04762044	0.2994107	0.5772516	4.896565
0.02260781	0.1269581	0.6905272	3.047074	0.9682169	0.05417091	0.3251847	0.5928021	4.911854
0.022650981	0.1257635	0.7009839	3.068731	0.9662452	0.06944234	0.355675	0.5124145	4.805518
0.02282061	0.1249902	0.7033913	3.078834	0.9662674	0.08355072	0.3433083	0.5030289	4.734105
0.022911679	0.1237713	0.7197173	3.033857	0.9716066	0.06066237	0.4255673	0.5148838	4.741229
0.023085339	0.1238564	0.721369	3.053557	0.9710802	0.06862208	0.4246571	0.5292445	4.68395
0.023217129	0.1210619	0.7277341	3.077536	0.9722718	0.08092297	0.44243	0.5464792	4.87759
0.023175448	0.1210073	0.7316235	3.063995	0.9763882	0.078228	0.4366187	0.558943	4.827566
0.02331743	0.1206526	0.7312062	3.074747	0.9758606	0.08416687	0.4257356	0.5636832	4.841402
0.023346368	0.1197921	0.7343094	3.089435	0.9800651	0.09121322	0.4225643	0.5383267	4.825696
0.023082111	0.1203265	0.7260369	3.080235	0.9760549	0.08539321	0.4015579	0.5468056	4.812097
0.02313745	0.1194764	0.7385785	3.075129	0.9808514	0.08503537	0.4222576	0.5496151	4.799344
0.02306363	0.1200376	0.7308207	3.048399	0.9792619	0.07266036	0.4317323	0.5333549	4.799764
0.02297481	0.1214499	0.722534	3.026006	0.9748858	0.06161262	0.4129378	0.4970968	4.794154
0.02323165	0.1190234	0.7341136	3.036952	0.9832641	0.0681424	0.3914413	0.5488842	4.804306
0.02266581	0.1237988	0.6944696	3.049343	0.9660665	0.06419122	0.2238815	0.1212685	2.577261
0.02283256	0.1228535	0.7074891	3.013877	0.978132	0.05242529	0.319181	0.5518973	4.748271
0.02185424	0.125101	0.6572045	3.103391	0.9604726	0.08525524	0.04981719	0.4987785	2.551528
0.023128891	0.1367207	0.7183403	3.027197	0.9657342	0.0511701	0.8229038	0.3085066	2.697913
0.02304132	0.1254947	0.7403893	3.10023	0.9808643	0.09791928	0.7060418	0.3405066	3.828648
0.02336348	0.1256938	0.7517328	3.097876	0.98848	0.1020196	0.789696	0.2898806	3.405005
0.023347748	0.1406542	0.7387079	3.032013	0.9599288	0.05915592	1.127046	0.400505	3.587429
0.02313713	0.1218896	0.7297161	3.038032	0.9876758	0.05047699	0.4704581	0.07420586	4.995019
0.02313713	0.1218896	0.7297161	3.038032	0.9876758	0.05047699	0.4704581	0.07420586	4.995019
0.02271253	0.1337704	0.7510095	3.018469	0.9737049	0.05235656	1.033487	0.9094187	3.270468
0.02241929	0.1383354	0.7010681	3.013382	0.9515962	0.04755222	0.8094885	0.6978202	3.492802
0.02350594	0.140161	0.7441893	3.075207	0.9691927	0.07444906	1.141921	0.05321459	3.047214
0.02246422	0.1304681	0.7245337	3.052468	0.9744775	0.07396287	0.7129424	0.2543131	2.659283
0.02270479	0.140144	0.7282536	2.950843	0.9682986	0.02141713	1.071195	0.9310973	2.723465
0.023265988	0.1369128	0.7718326	3.097571	0.9735285	0.08746271	1.237002	0.1244114	3.368106
0.021990571	0.1264914	0.684877	2.981249	0.9622437	0.02874235	0.3240379	0.9185268	3.434927
0.02212024	0.12916	0.7031448	3.006609	0.9676102	0.04466053	0.5347804	0.8855266	3.693456
0.022814099	0.1205627	0.7008444	3.091238	0.9767103	0.08445864	0.2255759	0.03244118	4.932056
0.023197168	0.1272851	0.7504913	2.969332	0.9802801	0.0339061	0.768768	0.9975014	2.938425
0.02253531	0.1253923	0.6905468	2.970992	0.9604878	0.03032093	0.3038762	0.7264407	4.032198
0.022743298	0.1227796	0.6906983	3.056292	0.9736091	0.06435014	0.2180014	0.6719683	4.577916
0.022743298	0.1227796	0.6906983	3.056292	0.9736091	0.06435014	0.2180014	0.6719683	4.577916
0.02251192	0.1258839	0.6852606	3.084714	0.965647	0.0853995	0.2722105	0.009933299	4.853051
0.022526281	0.1223876	0.6840453	3.085247	0.966943	0.08323305	0.1975521	0.5904118	4.267422
0.022442069	0.1178479	0.6938287	3.016239	0.9775612	0.05688807	0.1116881	0.2494162	3.056545
0.022713238	0.1314095	0.7464468	3.058854	0.976996	0.08094584	0.9317373	0.1898304	3.325683
0.024191698	0.1248089	0.7765869	3.100926	0.9980129	0.1003154	0.8264339	0.1839083	3.358424
0.024191698	0.1248089	0.7765869	3.100926	0.9980129	0.1003154	0.8264339	0.1839083	3.358424
0.0234381	0.1192428	0.6910283	2.998885	0.9675264	0.03503934	0.05284471	0.7560212	4.057297
0.02311201	0.1263689	0.6890312	2.972998	0.9500869	0.01198836	0.2799492	0.9986273	4.437604
0.02311201	0.1263689	0.6890312	2.972998	0.9500869	0.01198836	0.2799492	0.9986273	4.437604
0.02286493	0.1219539	0.7012594	3.020776	0.977834	0.04016314	0.2393081	0.3179744	4.089214
0.022464288	0.1258949	0.684422	3.053178	0.9649741	0.05605407	0.2598254	0.6308667	2.149153
0.022520658	0.1235086	0.7236479	3.040872	0.9704787	0.06446844	0.5124698	0.890041	3.157654
0.022554249	0.1281079	0.7117288	2.970244	0.9518549	0.01755631	0.5570596	0.1421579	3.464485
0.02301187	0.1395425	0.7375585	3.135594	0.9681598	0.1040306	1.065897	0.864979	3.047276
0.02312311	0.1314029	0.7208873	3.118241	0.9659428	0.09021818	0.6627936	0.4740273	3.446792
0.02207086	0.1263781	0.6641479	2.988263	0.9615462	0.02737481	0.128654	0.7522049	2.985151
0.02207086	0.1263781	0.6641479	2.988263	0.9615462	0.02737481	0.128654	0.7522049	2.985151
0.02354326	0.1194862	0.7389395	3.056523	0.9815304	0.06820495	0.4297382	0.6946537	4.472362
0.02360058	0.11793	0.7431398	3.043327	0.9850646	0.06499623	0.4026434	0.688015	4.342816
0.02350435	0.1165326	0.7418629	3.054679	0.9895208	0.07050988	0.3707518	0.7107366	4.400553
0.02338951	0.116837	0.7516726	3.05933	0.9877238	0.07390568	0.4200995	0.7161913	4.481853
0.023449348	0.11615	0.7434228	3.064796	0.990609	0.08056794	0.3889494	0.7250955	4.511966
0.02372399	0.1159413	0.755714	3.071293	0.9924977	0.07923378	0.4328785	0.7269864	4.489696
0.023732629	0.1165864	0.7543549	3.080389	0.9907687	0.08105944	0.4424084	0.7022116	4.471454
0.023801811	0.1162324	0.7636944	3.092611	0.9924953	0.0876293	0.4663971	0.7069419	4.383561
0.02369909	0.1167964	0.7525813	3.070659	0.990239	0.07668968	0.4296953	0.7210881	4.212584
0.023723919	0.1179994	0.7434751	3.056031	0.9851051	0.06829865	0.4296881	0.706417	4.308151
0.02364509	0.1184281	0.7509278	3.062295	0.9893284	0.07183128	0.4956605	0.6950944	4.236194
0.02362503	0.1183905	0.7436057	3.026039	0.9863544	0.06056294	0.4333289	0.6834924	4.21954
0.02365219	0.1183381	0.7454175	3.029375	0.9853621	0.06037062	0.4078347	0.6964425	4.253743
0.023576418	0.1184587	0.7467806	3.057234	0.9815457	0.07046077	0.4429976	0.6766107	4.15154
0.023598148	0.1179484	0.7460915	3.054191	0.9875746	0.06918609	0.4171282	0.7085846	4.08266
0.02352036	0.1180967	0.7367627	3.072894	0.9917472	0.07731031	0.3768275	0.693006	4.174698
0.02330954	0.1199463	0.7343318	3.085481	0.9884519	0.08131941	0.3994412	0.712642	4.127752
0.02344754	0.119661	0.7405706	3.084306	0.9876396	0.07951345	0.4433284	0.733671	4.076244
0.02314233	0.1196952	0.7433146	3.0935	0.988713	0.08560653	0.4621393	0.7176091	4.108981
0.023043338	0.1198534	0.7422282	3.090238	0.9848021	0.08227997	0.4532325	0.7264631	4.082459
0.02290138	0.1204924	0.7424297	3.080818	0.9894034	0.07758325	0.5236373	0.7293649	4.058635
0.02289246	0.1205128	0.7289599	3.077826	0.9926711	0.07149647	0.4203868	0.7354302	4.177735
0.02281401	0.1197571	0.7274443	3.078218	0.9886837	0.07525801	0.4079489	0.7202527	4.193947
0.02264028	0.1218174	0.723133	3.082094	0.9810439	0.07443615	0.4290559	0.7256657	4.158788
0.022842951	0.121094	0.7294608	3.072571	0.9835614	0.07025989	0.4419322	0.7378572	4.205241
0.02281699	0.1210448	0.7227142	3.060968	0.9848794	0.06577226	0.3997963	0.7042247	4.161111
0.022872541	0.1212214	0.7300925	3.051813	0.9866655	0.06256669	0.4361809	0.711829	4.159377
0.02272876	0.1229383	0.72481	3.048043	0.9869702	0.05959861	0.4319241	0.7308467	4.141118
0.022850798	0.1207528	0.7308516	3.078684	0.9896753	0.08061462	0.4427045	0.7477328	4.153563
0.02274631	0.1206819	0.7215182	3.051203	0.9882565	0.06786574	0.3856377	0.7302854	4.16316
0.022805171	0.1197625	0.7250292	3.044313	0.9865358	0.06438729	0.3734582	0.7192326	4.181541
0.022836749	0.1191984	0.7272582	3.037273	0.9894846	0.06385045	0.3935219	0.6748148	4.237226
0.022903139	0.1195185	0.7277282	3.043568	0.9869644	0.06124564	0.4030606	0.657505	4.238743
0.0228161	0.1207563	0.7207304	3.048451	0.9841302	0.06217717	0.4089755	0.6496986	4.268813
0.022630278	0.1235003	0.7081275	3.067917	0.975825	0.07049612	0.376549	0.6499385	4.261413
0.02254848	0.1227846	0.7008234	3.05716	0.9734275	0.06405218	0.3255871	0.630792	4.240305
0.02253654	0.1272713	0.7002035	3.065394	0.9650522	0.06817751	0.4059644	0.6732018	4.298896
0.02267123	0.126957	0.69992	3.072264	0.967162	0.07212711	0.4034755	0.7037322	4.305595
0.02237467	0.1269761	0.6962418	3.06447	0.966283	0.06976558	0.4282345	0.6873362	4.410269
0.02250199	0.1290533	0.6815463	3.053179	0.9595901	0.06034676	0.3258349	0.7213625	4.415211
0.022503048	0.1293422	0.6892253	3.04424	0.9555996	0.05375124	0.3634136	0.7173185	4.454765
0.02243864	0.1283275	0.6926625	3.032594	0.9570197	0.04956565	0.3824563	0.7022275	4.472078
0.02271008	0.1253178	0.7139233	3.038724	0.9629587	0.05121348	0.4773025	0.6770806	4.531827
0.02279987	0.1250731	0.707364	3.073984	0.9701834	0.07099162	0.3925367	0.669259	4.59143
0.02280278	0.1249578	0.7079502	3.088301	0.9700576	0.074141	0.4347527	0.6832598	4.659593
0.02247971	0.1271733	0.6918266	3.063965	0.9635017	0.06482963	0.3776663	0.6977304	4.677849
0.02243295	0.1270434	0.6956642	3.037242	0.9644202	0.05308281	0.3773307	0.6895865	4.643472
0.0222822	0.1283432	0.6895089	3.068969	0.9603919	0.06435035	0.4012075	0.6619229	4.562486
0.02236112	0.1289303	0.6917785	3.076474	0.9616633	0.06578456	0.395402	0.6560515	4.625967
0.022640869	0.127406	0.6966574	3.072908	0.9692572	0.0689698	0.3867537	0.675438	4.723718
0.02250982	0.1273919	0.6845684	3.067824	0.9731105	0.06804234	0.3314229	0.6522902	4.727229
0.02261699	0.1275838	0.6987356	3.049893	0.9706668	0.05609084	0.3699646	0.6275883	4.722129
0.02260598	0.1263106	0.6962453	3.062779	0.9750601	0.06974744	0.3694522	0.6219027	4.703979
0.02263046	0.124611	0.699953	3.045764	0.9762458	0.06549628	0.3422567	0.6372343	4.728512
0.02260704	0.1242804	0.7025612	3.057193	0.9744963	0.06595662	0.3367079	0.6383843	4.634105
0.022692349	0.1242969	0.7048379	3.055237	0.9747682	0.06682849	0.3609882	0.6230536	4.701996
0.02257886	0.1242062	0.6953747	3.037683	0.9751491	0.05291174	0.2919576	0.5809442	4.850399
0.02257886	0.1242062	0.6953747	3.037683	0.9751491	0.05291174	0.2919576	0.5809442	4.850399
0.02263845	0.1282641	0.688904	3.048876	0.9626894	0.05657286	0.3385483	0.5825319	4.996819
0.022600278	0.1269543	0.69176	3.04253	0.9672797	0.05445499	0.3606715	0.5634744	4.929327
0.02296735	0.1238808	0.7076281	3.056769	0.9739135	0.07280454	0.3839273	0.5079013	4.72422
0.023058819	0.1233962	0.7214688	3.036519	0.9696239	0.06333718	0.4186435	0.5136236	4.728178
0.02297888	0.1235294	0.723612	3.05338	0.9695969	0.06956816	0.4868127	0.5262317	4.72106
0.023101151	0.124449	0.7263443	3.055841	0.9671917	0.0682694	0.4740743	0.517799	4.73808
0.02331743	0.1206526	0.7312062	3.074747	0.9758606	0.08416687	0.4257356	0.5636832	4.841402
0.0233593	0.1192874	0.7363311	3.084918	0.9785609	0.08811308	0.4345886	0.5500846	4.784162
0.02347053	0.120476	0.734343	3.094278	0.9781211	0.09262967	0.4389472	0.5506174	4.768126
0.023278799	0.1206519	0.7259494	3.083858	0.9775716	0.08815269	0.3944636	0.5605709	4.725068
0.02308454	0.1198447	0.7319154	3.085787	0.9778998	0.08789313	0.4169527	0.5598621	4.818767
0.02308284	0.1201814	0.7334833	3.041646	0.9782226	0.07107379	0.4332951	0.5247945	4.775553
0.02310287	0.1212428	0.727785	3.030019	0.9747479	0.06498765	0.4276074	0.5170309	4.815077
0.02327722	0.1180477	0.7377591	3.044602	0.9880812	0.07593858	0.4000679	0.5504677	4.808185
0.02327722	0.1180477	0.7377591	3.044602	0.9880812	0.07593858	0.4000679	0.5504677	4.808185
0.02266581	0.1237988	0.6944696	3.049343	0.9660665	0.06419122	0.2238815	0.1212685	2.577261
0.02283256	0.1228535	0.7074891	3.013877	0.978132	0.05242529	0.319181	0.5518973	4.748271
0.02275456	0.1363942	0.7077005	3.038377	0.9604508	0.05648183	0.7691961	0.157225	2.055649
0.02224018	0.119716	0.680091	3.036716	0.9770022	0.04832774	0.04017451	0.2208509	2.296885
0.02282068	0.1271658	0.7340585	3.039854	0.9733946	0.08102762	0.6989588	0.7896554	4.066507
0.02345298	0.1402216	0.7538956	2.99322	0.9674895	0.04460159	1.232018	0.4056723	4.213424
0.02364674	0.1296538	0.7669495	3.028346	1.000441	0.05483827	0.9788514	0.4987412	4.629155
0.023017809	0.1285177	0.7699599	3.029416	0.9802562	0.06418343	1.021024	0.9016452	2.092063
0.02241347	0.1327271	0.7074208	3.048951	0.9619109	0.069094	0.7054006	0.6594694	3.57179
0.02321085	0.1432363	0.7247229	3.093417	0.9590252	0.0763716	1.07185	0.3268459	3.600064
0.023328189	0.1396945	0.7289347	3.082124	0.9652285	0.07300665	1.01411	0.0601035	3.622179
0.022400538	0.1345956	0.7140014	3.052095	0.9657683	0.06670528	0.7572325	0.1494402	2.406154
0.023214709	0.1366905	0.7339093	2.959927	0.9723649	0.03162733	0.9693008	0.8290966	2.232429
0.0236944	0.1384168	0.7731075	2.994975	0.9814287	0.03988087	1.262692	0.5481522	3.160339
0.0236944	0.1384168	0.7731075	2.994975	0.9814287	0.03988087	1.262692	0.5481522	3.160339
0.02268436	0.1322038	0.7290202	3.03385	0.97684	0.05826594	0.8004601	0.6124749	4.512366
0.022944	0.1193322	0.7075903	3.086922	0.9807248	0.08504863	0.2308959	0.003042689	3.990241
0.022220299	0.1232545	0.6779755	3.071954	0.956567	0.0617068	0.1428131	0.04948262	4.183562
0.02253531	0.1253923	0.6905468	2.970992	0.9604878	0.03032093	0.3038762	0.7264407	4.032198
0.02288084	0.1215131	0.7078229	3.049886	0.9790084	0.05943428	0.3083842	0.7555258	4.185823
0.022785349	0.1269603	0.7106096	3.046552	0.9750516	0.05883637	0.4951914	0.6767402	4.557668
0.02251192	0.1258839	0.6852606	3.084714	0.965647	0.0853995	0.2722105	0.009933299	4.853051
0.02327145	0.1210348	0.7229908	2.985703	0.974029	0.03218634	0.3455393	0.2960489	3.62049
0.02327145	0.1210348	0.7229908	2.985703	0.974029	0.03218634	0.3455393	0.2960489	3.62049
0.02338612	0.1399474	0.7685497	2.939337	0.9754041	0.01672633	1.30702	0.3792175	3.703648
0.023942858	0.1219852	0.7697763	3.033346	0.9941397	0.06215886	0.7185193	0.6569011	4.312778
0.02404324	0.1284528	0.7736882	3.014654	0.9841636	0.05634185	0.9479644	0.09189838	3.261093
0.0238692	0.1243801	0.7682131	3.025347	0.9905613	0.06396482	0.7978539	0.1226148	3.395375
0.02311201	0.1263689	0.6890312	2.972998	0.9500869	0.01198836	0.2799492	0.9986273	4.437604
0.02311201	0.1263689	0.6890312	2.972998	0.9500869	0.01198836	0.2799492	0.9986273	4.437604
0.02278306	0.1304366	0.6989575	3.025313	0.9668819	0.04321441	0.5046329	0.6039895	3.569978
0.022418251	0.1305353	0.694788	2.988287	0.9722881	0.03368065	0.4833388	0.7988075	3.756416
0.022563377	0.1276604	0.7303684	2.996043	0.9694101	0.04205081	0.6867483	0.6519673	3.522326
0.02349547	0.1418233	0.7676881	3.118323	0.9770896	0.1010246	1.349104	0.03100105	2.951498
0.02299034	0.1366737	0.7352793	3.146496	0.9658435	0.1077428	0.9485737	0.9408264	3.298031
0.02314762	0.1399285	0.7340509	3.100115	0.9577646	0.08318666	1.026291	0.5925377	3.557829
0.0231467	0.1307955	0.7420816	3.037334	0.9666687	0.05494166	0.7913114	0.9762649	2.709953
0.02354326	0.1194862	0.7389395	3.056523	0.9815304	0.06820495	0.4297382	0.6946537	4.472362
0.02357482	0.1189551	0.7457474	3.065938	0.9864259	0.0725621	0.4447464	0.6895181	4.352277
0.023477111	0.1174668	0.743503	3.051169	0.9889209	0.0659483	0.4163879	0.7058245	4.433257
0.02343457	0.1175345	0.7434482	3.060233	0.9859111	0.07075265	0.385913	0.722755	4.464545
0.023560159	0.1154124	0.7521992	3.082456	0.9931405	0.08905642	0.4052901	0.7150869	4.511255
0.023732629	0.1165864	0.7543549	3.080389	0.9907687	0.08105944	0.4424084	0.7022116	4.471454
0.023801811	0.1162324	0.7636944	3.092611	0.9924953	0.0876293	0.4663971	0.7069419	4.383561
0.02373227	0.1164823	0.7556873	3.076652	0.9895738	0.08006433	0.4779483	0.7083446	4.341781
0.02377263	0.1160277	0.7534085	3.057719	0.992079	0.0721486	0.3925719	0.7270332	4.210586
0.023739008	0.1171667	0.7452135	3.055151	0.9893228	0.06876284	0.3896236	0.7397949	4.276576
0.023744289	0.1176024	0.7565021	3.046149	0.9887684	0.06617738	0.4739276	0.7000218	4.182552
0.02362503	0.1183905	0.7436057	3.026039	0.9863544	0.06056294	0.4333289	0.6834924	4.21954
0.02340017	0.119263	0.739095	3.029556	0.982208	0.06032496	0.3970208	0.6771314	4.194637
0.0234093	0.1203491	0.7361704	3.031362	0.9774378	0.06008492	0.384455	0.6878328	4.197113
0.023576418	0.1184587	0.7467806	3.057234	0.9815457	0.07046077	0.4429976	0.6766107	4.15154
0.023525158	0.1185425	0.7398366	3.061323	0.9866801	0.07026342	0.4197013	0.7128386	4.116359
0.02335218	0.1203064	0.7404544	3.078338	0.9862039	0.07780938	0.4460688	0.7251976	4.033944
0.023339579	0.1186056	0.7445049	3.095597	0.9899036	0.08666935	0.4195097	0.7318901	4.084661
0.023074068	0.1209056	0.7385901	3.089844	0.9840642	0.08075865	0.4901018	0.7222582	4.121163
0.023043338	0.1198534	0.7422282	3.090238	0.9848021	0.08227997	0.4532325	0.7264631	4.082459
0.02297574	0.1198163	0.735227	3.062398	0.9917552	0.06773538	0.4518196	0.7474249	4.080586
0.022868581	0.1204532	0.7282169	3.068681	0.9867875	0.06899738	0.3912362	0.7257799	4.168926
0.02281401	0.1197571	0.7274443	3.078218	0.9886837	0.07525801	0.4079489	0.7202527	4.193947
0.02264028	0.1218174	0.723133	3.082094	0.9810439	0.07443615	0.4290559	0.7256657	4.158788
0.022836698	0.1216723	0.7192732	3.059567	0.9833795	0.06459056	0.4082703	0.7180272	4.121361
0.02284457	0.1207987	0.7230865	3.055147	0.9851587	0.06517676	0.3820581	0.6941228	4.169964
0.022964379	0.1202827	0.735575	3.044754	0.9892786	0.05889658	0.4210528	0.7055577	4.12701
0.02269758	0.1221359	0.7273589	3.070754	0.9862735	0.07031402	0.4434539	0.7330942	4.139349
0.022857461	0.120821	0.7291572	3.071186	0.9897221	0.07296848	0.4445869	0.7366359	4.165872
0.022902729	0.1205083	0.7234442	3.050974	0.9896888	0.06715489	0.3838575	0.7444894	4.134422
0.022790201	0.1191654	0.7263604	3.03103	0.9874938	0.05949729	0.3617901	0.7104304	4.197266
0.02294368	0.1193325	0.7315906	3.04668	0.9854117	0.06768441	0.4126383	0.6799705	4.246686
0.0228161	0.1207563	0.7207304	3.048451	0.9841302	0.06217717	0.4089755	0.6496986	4.268813
0.02278849	0.1226458	0.7187376	3.057101	0.9801336	0.06423026	0.4344627	0.6437714	4.211061
0.022630278	0.1235003	0.7081275	3.067917	0.975825	0.07049612	0.376549	0.6499385	4.261413
0.02260211	0.1251797	0.6996285	3.056897	0.9706435	0.0637879	0.3686404	0.6400125	4.354906
0.02262239	0.1277969	0.6943606	3.082788	0.9646674	0.07599679	0.387898	0.6709177	4.303365
0.02262239	0.1277969	0.6943606	3.082788	0.9646674	0.07599679	0.387898	0.6709177	4.303365
0.02234105	0.1276489	0.6952268	3.058049	0.9649013	0.06659583	0.4265364	0.666366	4.34798
0.02250838	0.1283438	0.6885307	3.06697	0.964275	0.06805193	0.3651229	0.685117	4.35632
0.02250199	0.1290533	0.6815463	3.053179	0.9595901	0.06034676	0.3258349	0.7213625	4.415211
0.0225482	0.1261008	0.7092107	3.029342	0.9627636	0.04868882	0.4702281	0.6859297	4.544844
0.02276077	0.1249401	0.7094772	3.030591	0.9690122	0.05184122	0.4357527	0.6631303	4.484884
0.02276077	0.1249401	0.7094772	3.030591	0.9690122	0.05184122	0.4357527	0.6631303	4.484884
0.02236758	0.1282756	0.7044378	3.067144	0.9626401	0.06643505	0.4980711	0.6959492	4.668748
0.022416601	0.1280743	0.6937197	3.072574	0.9584589	0.0702596	0.4035091	0.6849552	4.704643
0.022405509	0.1272542	0.6945823	3.044864	0.9662157	0.05675848	0.3692194	0.6617408	4.638141
0.0222822	0.1283432	0.6895089	3.068969	0.9603919	0.06435035	0.4012075	0.6619229	4.562486
